"ArrayGene","QueryGene","Sample_Plate","Row1536","Col1536","Dox","YPD","CompScore"
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1)",11,22,15,46223,48941,0.944463742056762
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1)",11,28,43,49412.5,52390,0.94316663485398
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,6,9,43950.5,43928,1.00051220178474
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,6,39,46636,47787.5,0.975903740517918
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,8,39,46710.5,48710,0.958950934099774
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,10,3,43737.5,49250,0.888071065989848
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,12,45,49950,55809.5,0.89500891425295
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,16,37,47558.5,50720.5,0.93765834327343
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,16,41,44873,50152,0.894739990429096
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,18,43,47734,50646,0.942502863009912
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,22,7,47477.5,48885.5,0.97119800349797
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,22,15,45627,47978,0.950998374254867
"K.africana (KAFR0C02290)","H. sapiens (CSNK1A1L)",12,28,43,49377.5,49432,0.998897475319631
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,5,10,42321,43166.5,0.980413051787845
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,5,40,44983,47641.5,0.94419781073224
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,7,40,45923,49097,0.935352465527425
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,9,4,43373.5,46907,0.92467009188394
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,11,46,49466.5,52071.5,0.949972633782395
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,15,38,47488.5,50794,0.934923416151514
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,15,42,48470,49026,0.988659078856117
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,17,44,46090.5,48954.5,0.94149669591151
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,21,8,49922,49621,1.00606598012938
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,21,16,46521,48031,0.96856197039412
"K.africana (KAFR0C02290)","H. sapiens (CSNK1D)",12,27,44,49867.5,50746.5,0.982678608376932
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,5,10,43333.5,44636,0.970819517877946
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,5,40,46218,50084.5,0.922800467210414
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,7,40,47758,51368.5,0.929713735071104
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,9,4,44318,49731.5,0.891145451072258
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,11,46,50966,56647.5,0.899704311752505
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,15,38,49399,52101,0.94813919118635
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,15,42,47070,50938,0.924064549059641
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,17,44,48417.5,52232.5,0.926961183171397
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,21,8,51289,52867,0.970151512285547
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,21,16,47591.5,49539,0.9606875391106
"K.africana (KAFR0C02290)","H. sapiens (CSNK1E)",11,27,44,50462.5,54853,0.919958798971797
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,5,10,44247,45507.5,0.97230126902159
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,5,40,47385,53579,0.884395005505888
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,7,40,48605,54541.5,0.89115627549664
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,9,4,45190.5,53010.5,0.852482055441846
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,11,46,51608,59023,0.87437100791217
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,15,38,48699,55103.5,0.883773263041368
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,15,42,48659.5,53954,0.901870111576528
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,17,44,49345.5,53570.5,0.921131966287416
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,21,8,48841,53796.5,0.907884341918154
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,21,16,45711,51132,0.893980286317766
"K.africana (KAFR0C02290)","K.africana (KAFR0C02290)",3,27,44,56562,54188,1.04381043773529
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,6,9,45217.5,51400,0.879717898832685
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,6,39,58320,63467,0.918902736855374
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,8,39,55652,64846,0.85821793171514
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,10,3,47098,64302,0.732450001555162
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,12,45,56759,67725,0.838080472499077
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,16,37,54394,62471.5,0.870701039674091
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,16,41,57222.5,63028.5,0.907882941843769
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,18,43,52823.5,63360,0.83370422979798
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,22,7,49479,57644,0.858354729026438
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,22,15,51048.5,59651,0.855786156141557
"K.africana (KAFR0C02290)","K.africana (KAFR0K00320)",1,28,43,55928.5,59004.5,0.947868382919947
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,6,9,42534,44368,0.958663901911287
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,6,39,45310.5,52416,0.864440247252747
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,8,39,46514.5,51176.5,0.908903500630172
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,10,3,46113.5,53076.5,0.868811997776794
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,12,45,47790.5,56134,0.851364591869455
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,16,37,50278,52747.5,0.953182615289824
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,16,41,49645,54980,0.902964714441615
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,18,43,47286,50487,0.936597539960782
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,22,7,48175.5,51079,0.943156678869986
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,22,15,48066,54485,0.882187758098559
"K.africana (KAFR0C02290)","K.naganishii (KNAG0D01130)",4,28,43,47067.5,53853,0.873999591480512
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,5,10,45230,49431,0.915012846189638
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,5,40,48597,54417,0.893048128342246
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,7,40,50286.5,56345.5,0.892467011562592
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,9,4,46720,55908,0.835658581956071
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,11,46,53404.5,61062.5,0.874587512794268
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,15,38,51783,54856,0.943980603762578
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,15,42,49531,54874,0.902631483033859
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,17,44,50084,55425,0.903635543527289
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,21,8,49851,53431.5,0.93298896718228
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,21,16,48080.5,50521,0.951693355238416
"K.africana (KAFR0C02290)","K.naganishii (KNAG0F01980)",6,27,44,50149.5,52889.5,0.948193875911098
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,5,10,42461.5,46568,0.911817127641299
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,5,40,45054.5,51735,0.870870783802068
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,7,40,45956.5,53556,0.858101799985062
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,9,4,43725.5,50061,0.873444397834642
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,11,46,47804,55343,0.863776810075348
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,15,38,48463,53688.5,0.902670031757266
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,15,42,45966.5,53019,0.866981648088421
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,17,44,47154.5,53768.5,0.87699117513042
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,21,8,47416.5,51560.5,0.919628397707547
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,21,16,45812,52194,0.877725409050849
"K.africana (KAFR0C02290)","N.castellii (NCAS0A01090)",7,27,44,47298,53922.5,0.877147758356901
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,5,10,45532.5,49866,0.913097100228613
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,5,40,56022.5,54271,1.03227322142581
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,7,40,49921,55591,0.898005072763577
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,9,4,47522.5,55470.5,0.856716633165376
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,11,46,54027.5,67140.5,0.804693143482697
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,15,38,49364,53489,0.922881340088616
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,15,42,51493.5,56445.5,0.912269357167533
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,17,44,51237,57520,0.89076842837274
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,21,8,52135.5,54860,0.950337222019687
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,21,16,48166,50545,0.952933029973291
"K.africana (KAFR0C02290)","N.castellii (NCAS0D03820)",8,27,44,54759.5,63443,0.863129108018221
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,5,10,49477.5,51100,0.968248532289628
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,5,40,52569,56943.5,0.923178238078095
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,7,40,53378.5,56740,0.940756080366584
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,9,4,49057,53113.5,0.923625820177544
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,11,46,55955.5,62164,0.900127083199279
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,15,38,53764.5,57918,0.928286543043613
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,15,42,53655,56240,0.95403627311522
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,17,44,52676.5,56151.5,0.938113852702065
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,21,8,55264.5,54549,1.01311664741792
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,21,16,53018.5,52529.5,1.009309054912
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0F01640)",9,27,44,54744,56708.5,0.965357926942169
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,5,10,43645,46646.5,0.935654336338203
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,5,40,46688,51989,0.898036123026025
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,7,40,47520,51302.5,0.926270649578481
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,9,4,44668,48522.5,0.920562625586068
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,11,46,48616,55691.5,0.872951886733164
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,15,38,48653.5,52765.5,0.922070292141646
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,15,42,46950,50934,0.92178112851926
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,17,44,46628.5,53351,0.873994864201233
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,21,8,50509,50750.5,0.995241426192845
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,21,16,45386.5,48832,0.929441759501966
"K.africana (KAFR0C02290)","N.dairenensis (NDAI0I01070)",10,27,44,47381,51926.5,0.912462808007472
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,5,10,45622,53557.5,0.851832143023853
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,5,40,56714.5,64461,0.879826561797056
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,7,40,58573,62347.5,0.939460283090741
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,9,4,44538,60056,0.74160783268949
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,11,46,58159.5,71913,0.80874807058529
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,15,38,54521,65088,0.837650565388397
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,15,42,52950,63038,0.839969542180907
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,17,44,54550,65306,0.835298441184577
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,21,8,50067,58449,0.856592927167274
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,21,16,50365.5,59319,0.849061852020432
"K.africana (KAFR0C02290)","S.bayanusvar.uvarum (Suva_16.102)",1,27,44,56451.5,59679,0.945918999983244
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,5,9,44109.5,52638.5,0.837970306904642
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,5,39,57213.5,66255,0.863534827560184
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,7,39,54894.5,64064.5,0.856863005252519
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,9,3,46176,66909,0.690131372461104
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,11,45,55256,66993,0.824802591315511
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,15,37,53472,64043.5,0.834932506811776
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,15,41,56610,64182.5,0.882016125891014
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,17,43,52641,63705.5,0.826317978824434
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,21,7,49700,58885,0.844018001188758
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,21,15,49425,58670.5,0.8424165466461
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",1,27,43,54550,60561,0.900744703687191
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,5,9,44246.5,49270,0.898041404505784
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,5,39,52142,60315,0.864494735969493
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,7,39,51222,55487,0.923135148773587
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,9,3,44653,59808.5,0.74659956360718
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,11,45,59106,61818,0.956129282733185
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,15,37,51961,57656,0.901224503954489
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,15,41,54600,59976,0.910364145658263
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,17,43,53030.5,57848,0.91672140782741
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,21,7,48318.5,55341.5,0.873097042906318
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,21,15,47181,55710,0.846903607969844
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",2,27,43,53737.5,56944.5,0.943682006163896
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,5,9,42852.5,46129,0.9289709293503
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,5,39,47854.5,54589,0.87663265493048
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,7,39,46809.5,53961,0.867469098052297
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,9,3,46672,58000.5,0.804682718252429
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,11,45,50366.5,54781,0.919415490772348
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,15,37,48322.5,52521.5,0.920051788315261
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,15,41,47677,55156.5,0.864394948918079
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,17,43,49219,53566,0.918847776574693
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,21,7,49490,55916.5,0.885069702145163
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,21,15,46802,51902,0.901737890640052
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",3,27,43,50953,53271.5,0.95647766629436
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,5,9,42642,44344,0.961618257261411
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,5,39,46737,52070,0.897580180526215
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,7,39,44957.5,52383.5,0.858237803888629
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,9,3,46338.5,53335,0.868819724383613
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,11,45,47237.5,55951.5,0.844257973423411
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,15,37,49572,52921.5,0.93670814319322
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,15,41,48641.5,54752,0.888396770894214
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,17,43,47835.5,52748.5,0.906859910708361
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,21,7,51273,54158,0.946729938328594
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,21,15,49043,45439,1.07931512577301
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",4,27,43,50198,56092.5,0.894914649908633
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,5,9,45212.5,54993.5,0.822142616854719
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,5,39,51273,60652.5,0.845356745393842
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,7,39,52041.5,59389.5,0.876274425613955
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,9,3,50017.5,63292.5,0.790259509420547
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,11,45,50424.5,64442.5,0.78247274702254
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,15,37,50747.5,58551.5,0.866715626414353
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,15,41,51143,63725,0.802557865829737
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,17,43,49147.5,60062,0.81827944457394
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,21,7,53522.5,59170,0.90455467297617
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,21,15,50605.5,57676,0.877410014564117
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",5,27,43,48247.5,56960.5,0.847034348364217
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,5,9,44044,52839,0.83355097560514
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,5,39,49059.5,56757.5,0.864370347531163
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,7,39,48967.5,55837.5,0.87696440564137
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,9,3,48194.5,60834,0.792229674195351
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,11,45,50175.5,57717.5,0.869329059643955
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,15,37,48819.5,53418,0.91391478527837
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,15,41,50063,56662,0.883537467791465
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,17,43,49025,54000,0.90787037037037
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,21,7,50341,54224.5,0.928381082352073
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,21,15,48076.5,51157.5,0.939774226652983
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",6,27,43,48531.5,52678.5,0.921277181392788
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,5,9,43143.5,46093.5,0.935999652879473
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,5,39,48237,54031,0.89276526438526
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,7,39,50685.5,53299,0.950965308917616
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,9,3,46489,54785,0.848571689331021
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,11,45,48252.5,54743.5,0.881428845433704
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,15,37,50048.5,54649.5,0.915808927803548
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,15,41,48581,56520,0.859536447275301
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,17,43,48281,53345.5,0.905062282666767
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,21,7,50046,53068.5,0.943045309364312
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,21,15,47961,52293.5,0.917150315048715
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",7,27,43,47808,52144.5,0.916836866783649
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,5,9,44554,53393,0.834453954638248
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,5,39,55317,54975.5,1.00621185800948
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,7,39,50708.5,54326.5,0.933402667206612
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,9,3,48370,59755,0.809472010710401
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,11,45,52916,61683.5,0.857863123849976
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,15,37,49349,51878,0.951251011989668
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,15,41,48814,64815,0.753128133919617
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,17,43,49956,56109.5,0.890330514440514
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,21,7,53147,55923,0.95036031686426
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,21,15,49502.5,51640,0.958607668474051
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",8,27,43,53136,59338,0.895480130776231
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,5,9,49701.5,50390.5,0.986326787787381
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,5,39,55203,55528,0.994147096960092
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,7,39,54575.5,56481.5,0.966254437293627
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,9,3,52807,57133.5,0.924273849842912
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,11,45,57084.5,59835,0.954031921116403
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,15,37,55797.5,54590,1.0221194357941
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,15,41,56409,59012,0.955890327391039
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,17,43,54265,57783,0.93911704134434
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,21,7,58470,56579.5,1.03341316201098
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,21,15,55508,54631,1.01605315663268
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",9,27,43,55904,55626,1.00499766296336
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,5,9,43289,46641.5,0.928121951480977
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,5,39,47186.5,52686.5,0.895608932079375
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,7,39,48885.5,49586.5,0.985863087735573
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,9,3,46543.5,53248,0.874089167668269
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,11,45,47368.5,53526,0.884962448156036
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,15,37,47006,52176.5,0.900903663526683
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,15,41,46338.5,53031.5,0.873791991552191
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,17,43,46290,52209.5,0.886620251103726
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,21,7,51493.5,51536.5,0.999165639886294
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,21,15,46788.5,49827.5,0.939009583061562
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",10,27,43,45484,51020,0.891493531948256
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,5,9,45587.5,46100,0.988882863340564
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,5,39,48662,51959.5,0.936537110634244
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,7,39,47975.5,50894.5,0.942646061951684
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,9,3,47097.5,52703.5,0.893631352756458
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,11,45,51183.5,53914,0.949354527580962
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,15,37,51067.5,51984.5,0.982360126576191
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,15,41,48431.5,53254.5,0.90943488343708
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,17,43,50478,52315,0.96488578801491
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,21,7,52283.5,54621,0.957205104263928
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,21,15,49731,50223.5,0.990193833563969
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",11,27,43,51110,52498.5,0.973551625284532
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",12,5,9,43653,44303.5,0.985317187129685
"K.africana (KAFR0C02290)","S.cerevisiae (YPL204W)",12,5,39,49052.5,48506,1.01126664742506
